cod_ibge,ente,capital,regiao,uf,esfera,exercicio,populacao,cnpj
3305208,São Pedro da Aldeia,0  ,SE,RJ,M,2026,110677,28909604000174
3305307,São Sebastião do Alto,0  ,SE,RJ,M,2026,7993,28645786000113
3305406,Sapucaia,0  ,SE,RJ,M,2026,18291,29138393000186
3305505,Saquarema,0  ,SE,RJ,M,2026,95315,32147670000121
3305554,Seropédica,0  ,SE,RJ,M,2026,84794,01604139000107
3305604,Silva Jardim,0  ,SE,RJ,M,2026,22028,28741098000157
3305703,Sumidouro,0  ,SE,RJ,M,2026,15693,32165706000108
3305752,Tanguá,0  ,SE,RJ,M,2026,32865,01612089000100
3305802,Teresópolis,0  ,SE,RJ,M,2026,176735,29138369000147
3305901,Trajano de Moraes,0  ,SE,RJ,M,2026,10654,29115441000110
3306008,Três Rios,0  ,SE,RJ,M,2026,82319,29138377000193
3306107,Valença,0  ,SE,RJ,M,2026,71449,29076130000190
3306156,Varre-Sai,0  ,SE,RJ,M,2026,10563,39217831000155
3306206,Vassouras,0  ,SE,RJ,M,2026,35907,32412819000152
3306305,Volta Redonda,0  ,SE,RJ,M,2026,279971,32512501000143
3500105,Adamantina,0  ,SE,SP,M,2026,35673,43008291000177
3500204,Adolfo,0  ,SE,SP,M,2026,4505,45140431000191
3500303,Aguaí,0  ,SE,SP,M,2026,32886,46425229000179
3500402,Águas da Prata,0  ,SE,SP,M,2026,7463,44831733000143
3500501,Águas de Lindóia,0  ,SE,SP,M,2026,18257,46439683000189
3500550,Águas de Santa Bárbara,0  ,SE,SP,M,2026,7460,46634226000145
3500600,Águas de São Pedro,0  ,SE,SP,M,2026,2928,45739174000109
3500709,Agudos,0  ,SE,SP,M,2026,38988,46137444000174
3500758,Alambari,0  ,SE,SP,M,2026,6373,67360420000150
3500808,Alfredo Marcondes,0  ,SE,SP,M,2026,4574,43162791000169
3500907,Altair,0  ,SE,SP,M,2026,3467,45152782000112
3501004,Altinópolis,0  ,SE,SP,M,2026,17197,45298569000113
3501103,Alto Alegre,0  ,SE,SP,M,2026,3874,44440121000120
3501152,Alumínio,0  ,SE,SP,M,2026,17607,58987629000157
3501202,Álvares Florence,0  ,SE,SP,M,2026,3979,46599817000129
3501301,Álvares Machado,0  ,SE,SP,M,2026,28386,43206424000110
3501400,Álvaro de Carvalho,0  ,SE,SP,M,2026,4901,44518488000119
3501509,Alvinlândia,0  ,SE,SP,M,2026,2919,44518405000191
3501608,Americana,0  ,SE,SP,M,2026,247571,45781176000166
3501707,Américo Brasiliense,0  ,SE,SP,M,2026,33708,43976166000150
3501806,Américo de Campos,0  ,SE,SP,M,2026,5981,45160173000105
3501905,Amparo,0  ,SE,SP,M,2026,69792,43465459000173
3502002,Analândia,0  ,SE,SP,M,2026,4694,44659076000107
3502101,Andradina,0  ,SE,SP,M,2026,61625,44428506000171
3502200,Angatuba,0  ,SE,SP,M,2026,24573,46634234000191
3502309,Anhembi,0  ,SE,SP,M,2026,5766,46634135000100
3502408,Anhumas,0  ,SE,SP,M,2026,4118,44853331000140
3502507,Aparecida,0  ,SE,SP,M,2026,33141,46680518000114
3502606,Aparecida d'Oeste,0  ,SE,SP,M,2026,4112,46605051000148
3502705,Apiaí,0  ,SE,SP,M,2026,24857,46634242000138
3502754,Araçariguama,0  ,SE,SP,M,2026,22314,58993577000121
3502804,Araçatuba,0  ,SE,SP,M,2026,208415,45511847000179
3502903,Araçoiaba da Serra,0  ,SE,SP,M,2026,33832,46634069000178
3503000,Aramina,0  ,SE,SP,M,2026,5535,45323474000102
3503109,Arandu,0  ,SE,SP,M,2026,7076,46634176000104
3503158,Arapeí,0  ,SE,SP,M,2026,2355,65058984000107
3503208,Araraquara,0  ,SE,SP,M,2026,253474,45276128000110
3503307,Araras,0  ,SE,SP,M,2026,135744,44215846000114
3503356,Arco-Íris,0  ,SE,SP,M,2026,2089,01612853000147
3503406,Arealva,0  ,SE,SP,M,2026,8290,46137428000181
3503505,Areias,0  ,SE,SP,M,2026,3617,45195963000126
3503604,Areiópolis,0  ,SE,SP,M,2026,10242,46634515000144
3503703,Ariranha,0  ,SE,SP,M,2026,7621,45117116000143
3503802,Artur Nogueira,0  ,SE,SP,M,2026,53467,45735552000186
3503901,Arujá,0  ,SE,SP,M,2026,90273,56901275000150
3503950,Aspásia,0  ,SE,SP,M,2026,1875,65712002000159
3504008,Assis,0  ,SE,SP,M,2026,104858,46179941000135
3504107,Atibaia,0  ,SE,SP,M,2026,167161,45279635000108
3504206,Auriflama,0  ,SE,SP,M,2026,13856,45660594000103
3504305,Avaí,0  ,SE,SP,M,2026,4503,46137436000128
3504404,Avanhandava,0  ,SE,SP,M,2026,11436,45665890000199
3504503,Avaré,0  ,SE,SP,M,2026,96450,46634168000150
3504602,Bady Bassitt,0  ,SE,SP,M,2026,29346,45093267000109
3504701,Balbinos,0  ,SE,SP,M,2026,3969,44553790000108
3504800,Bálsamo,0  ,SE,SP,M,2026,9902,45142353000164
3504909,Bananal,0  ,SE,SP,M,2026,10097,45196698000109
3505005,Barão de Antonina,0  ,SE,SP,M,2026,3632,46634424000109
3505104,Barbosa,0  ,SE,SP,M,2026,5627,46162178000130
3505203,Bariri,0  ,SE,SP,M,2026,32406,46181376000140
3505302,Barra Bonita,0  ,SE,SP,M,2026,35129,46172888000140
3505351,Barra do Chapéu,0  ,SE,SP,M,2026,5254,67360396000159
3505401,Barra do Turvo,0  ,SE,SP,M,2026,6894,46634317000180
3505500,Barretos,0  ,SE,SP,M,2026,126957,44780609000104
3505609,Barrinha,0  ,SE,SP,M,2026,33304,45370087000127
3505708,Barueri,0  ,SE,SP,M,2026,333737,46523015000135
3505807,Bastos,0  ,SE,SP,M,2026,21936,45547403000193
3505906,Batatais,0  ,SE,SP,M,2026,59939,45299104000187
3506003,Bauru,0  ,SE,SP,M,2026,392947,46137410000180
3506102,Bebedouro,0  ,SE,SP,M,2026,78257,45709920000111
3506201,Bento de Abreu,0  ,SE,SP,M,2026,2640,44447944000187
3506300,Bernardino de Campos,0  ,SE,SP,M,2026,11881,44563591000180
3506359,Bertioga,0  ,SE,SP,M,2026,67436,68020916000147
3506409,Bilac,0  ,SE,SP,M,2026,7464,44430783000119
3506508,Birigui,0  ,SE,SP,M,2026,123340,46151718000180
3506607,Biritiba-Mirim,0  ,SE,SP,M,2026,30564,46523288000180
3506706,Boa Esperança do Sul,0  ,SE,SP,M,2026,13113,46717104000112
3506805,Bocaina,0  ,SE,SP,M,2026,11480,44498988000136
3506904,Bofete,0  ,SE,SP,M,2026,10710,46634143000156
3507001,Boituva,0  ,SE,SP,M,2026,63850,46634499000190
3507100,Bom Jesus dos Perdões,0  ,SE,SP,M,2026,22579,52359692000162
3507605,Bragança Paulista,0  ,SE,SP,M,2026,185688,46352746000165
3507704,Braúna,0  ,SE,SP,M,2026,5477,44440832000102
3507753,Brejo Alegre,0  ,SE,SP,M,2026,2605,01614087000150
3507803,Brodowski,0  ,SE,SP,M,2026,26314,45301652000102
3507902,Brotas,0  ,SE,SP,M,2026,24501,46362927000172
3508009,Buri,0  ,SE,SP,M,2026,20731,46634382000106
3508108,Buritama,0  ,SE,SP,M,2026,17658,44435121000131
3508207,Buritizal,0  ,SE,SP,M,2026,4458,45323698000114
3508306,Cabrália Paulista,0  ,SE,SP,M,2026,4360,46137469000178
3508405,Cabreúva,0  ,SE,SP,M,2026,48654,46634432000155
3508504,Caçapava,0  ,SE,SP,M,2026,100071,45189305000121
3508603,Cachoeira Paulista,0  ,SE,SP,M,2026,32534,45192275000102
3508702,Caconde,0  ,SE,SP,M,2026,17228,45767829000152
3508801,Cafelândia,0  ,SE,SP,M,2026,16907,46186375000199
3508900,Caiabu,0  ,SE,SP,M,2026,3726,44853505000174
3509007,Caieiras,0  ,SE,SP,M,2026,98549,46523064000178
3509106,Caiuá,0  ,SE,SP,M,2026,5599,53307906000110
3509205,Cajamar,0  ,SE,SP,M,2026,98365,46523023000181
3509254,Cajati,0  ,SE,SP,M,2026,29262,64037815000128
3509304,Cajobi,0  ,SE,SP,M,2026,9210,46614400000198
3509403,Cajuru,0  ,SE,SP,M,2026,24233,45227337000174
3509452,Campina do Monte Alegre,0  ,SE,SP,M,2026,6090,67360404000167
3509502,Campinas,0  ,SE,SP,M,2026,1187974,51885242000140
3509601,Campo Limpo Paulista,0  ,SE,SP,M,2026,79781,45780095000141
3509700,Campos do Jordão,0  ,SE,SP,M,2026,47956,45699626000176
3509809,Campos Novos Paulista,0  ,SE,SP,M,2026,5003,46787644000172
3509908,Cananéia,0  ,SE,SP,M,2026,12491,46585956000101
3509957,Canas,0  ,SE,SP,M,2026,5068,01619207000101
3510005,Cândido Mota,0  ,SE,SP,M,2026,30157,46179958000192
3510104,Cândido Rodrigues,0  ,SE,SP,M,2026,2959,45374261000100
3510153,Canitar,0  ,SE,SP,M,2026,6589,57264517000105
3510203,Capão Bonito,0  ,SE,SP,M,2026,47409,46634259000195
3510302,Capela do Alto,0  ,SE,SP,M,2026,23777,46634077000114
3510401,Capivari,0  ,SE,SP,M,2026,51369,44723674000190
3510500,Caraguatatuba,0  ,SE,SP,M,2026,142248,46482840000139
3510609,Carapicuíba,0  ,SE,SP,M,2026,398236,44892693000140
3510708,Cardoso,0  ,SE,SP,M,2026,11476,46599825000175
3510807,Casa Branca,0  ,SE,SP,M,2026,28779,45735479000142
3510906,Cássia dos Coqueiros,0  ,SE,SP,M,2026,2861,44229805000187
3511003,Castilho,0  ,SE,SP,M,2026,20485,45663556000104
3511102,Catanduva,0  ,SE,SP,M,2026,119275,45122603000102
3511201,Catiguá,0  ,SE,SP,M,2026,7101,45124344000140
3511300,Cedral,0  ,SE,SP,M,2026,13314,45093663000136
3511409,Cerqueira César,0  ,SE,SP,M,2026,22210,46634184000142
3511508,Cerquilho,0  ,SE,SP,M,2026,46391,46634614000126
3511607,Cesário Lange,0  ,SE,SP,M,2026,19707,46634572000123
3511706,Charqueada,0  ,SE,SP,M,2026,15814,45732013000193
3511904,Clementina,0  ,SE,SP,M,2026,7084,47346275000145
3512001,Colina,0  ,SE,SP,M,2026,18880,45291234000173
3512100,Colômbia,0  ,SE,SP,M,2026,6802,52381720000148
3512209,Conchal,0  ,SE,SP,M,2026,29132,45331188000199
3512308,Conchas,0  ,SE,SP,M,2026,15345,46634119000117
3512407,Cordeirópolis,0  ,SE,SP,M,2026,25286,44660272000193
3512506,Coroados,0  ,SE,SP,M,2026,5504,46156477000161
3512605,Coronel Macedo,0  ,SE,SP,M,2026,4271,46634192000199
3512704,Corumbataí,0  ,SE,SP,M,2026,4296,44660397000113
3512803,Cosmópolis,0  ,SE,SP,M,2026,61167,44730331000152
3512902,Cosmorama,0  ,SE,SP,M,2026,9019,45162054000191
3513009,Cotia,0  ,SE,SP,M,2026,289493,46523049000120
3513108,Cravinhos,0  ,SE,SP,M,2026,34307,45228319000107
3513207,Cristais Paulista,0  ,SE,SP,M,2026,9600,45307980000108
3513306,Cruzália,0  ,SE,SP,M,2026,2123,46179966000139
3513405,Cruzeiro,0  ,SE,SP,M,2026,76444,46668596000101
3513504,Cubatão,0  ,SE,SP,M,2026,114870,47492806000108
3513603,Cunha,0  ,SE,SP,M,2026,22460,45704053000121
3513702,Descalvado,0  ,SE,SP,M,2026,32663,46732442000123
3513801,Diadema,0  ,SE,SP,M,2026,403579,46523247000193
3513850,Dirce Reis,0  ,SE,SP,M,2026,1639,65711988000142
3513900,Divinolândia,0  ,SE,SP,M,2026,11305,46435921000188
3514007,Dobrada,0  ,SE,SP,M,2026,8986,54916283000145
3514106,Dois Córregos,0  ,SE,SP,M,2026,24847,45671120000159
3514205,Dolcinópolis,0  ,SE,SP,M,2026,2254,48318182000170
3514304,Dourado,0  ,SE,SP,M,2026,8169,51814960000126
3514403,Dracena,0  ,SE,SP,M,2026,46735,44880060000111
3514502,Duartina,0  ,SE,SP,M,2026,12532,46137485000160
3514601,Dumont,0  ,SE,SP,M,2026,9764,46940888000143
3514700,Echaporã,0  ,SE,SP,M,2026,6291,44470300000100
3514809,Eldorado,0  ,SE,SP,M,2026,13109,45089885000185
3514908,Elias Fausto,0  ,SE,SP,M,2026,18168,44723740000121
3514924,Elisiário,0  ,SE,SP,M,2026,3190,65711723000144
3514957,Embaúba,0  ,SE,SP,M,2026,2349,65712648000136
3515004,Embu das Artes,0  ,SE,SP,M,2026,259788,46523114000117
3515103,Embu-Guaçu,0  ,SE,SP,M,2026,68913,46523148000101
3515129,Emilianópolis,0  ,SE,SP,M,2026,3061,67662544000190
3515152,Engenheiro Coelho,0  ,SE,SP,M,2026,20261,67996363000108
3515186,Espírito Santo do Pinhal,0  ,SE,SP,M,2026,40610,45739083000173
3515194,Espírito Santo do Turvo,0  ,SE,SP,M,2026,4214,57264509000169
3515202,Estrela d'Oeste,0  ,SE,SP,M,2026,9696,45112224000123
3515301,Estrela do Norte,0  ,SE,SP,M,2026,2751,46449682000115
3515350,Euclides da Cunha Paulista,0  ,SE,SP,M,2026,7883,67662437000161
3515400,Fartura,0  ,SE,SP,M,2026,17029,46223707000168
3515509,Fernandópolis,0  ,SE,SP,M,2026,73508,47842836000105
3515608,Fernando Prestes,0  ,SE,SP,M,2026,6080,47826763000150
3515657,Fernão,0  ,SE,SP,M,2026,1692,01612848000134
3515707,Ferraz de Vasconcelos,0  ,SE,SP,M,2026,186479,46523197000144
3515806,Flora Rica,0  ,SE,SP,M,2026,1483,44925279000190
3515905,Floreal,0  ,SE,SP,M,2026,2747,53221941000111
3516002,Flórida Paulista,0  ,SE,SP,M,2026,13175,44925691000100
3516101,Florínia,0  ,SE,SP,M,2026,4022,44493575000169
3516200,Franca,0  ,SE,SP,M,2026,365494,47970769000104
3516309,Francisco Morato,0  ,SE,SP,M,2026,171476,46523072000114
3516408,Franco da Rocha,0  ,SE,SP,M,2026,150241,46523080000160
3516507,Gabriel Monteiro,0  ,SE,SP,M,2026,2813,44431161000105
3516606,Gália,0  ,SE,SP,M,2026,6413,44518389000137
3516705,Garça,0  ,SE,SP,M,2026,43081,44518371000135
3516804,Gastão Vidigal,0  ,SE,SP,M,2026,3203,45660602000103
2104701,Graça Aranha,0  ,NE,MA,M,2026,6160,06140594000112
2104800,Grajaú,0  ,NE,MA,M,2026,76837,06377063000148
2104909,Guimarães,0  ,NE,MA,M,2026,10439,05505334000130
2105005,Humberto de Campos,0  ,NE,MA,M,2026,26550,06222616000193
2105104,Icatu,0  ,NE,MA,M,2026,25332,05296298000142
2105153,Igarapé do Meio,0  ,NE,MA,M,2026,14383,01612346000103
2105203,Igarapé Grande,0  ,NE,MA,M,2026,10461,06323208000128
2105302,Imperatriz,0  ,NE,MA,M,2026,285806,06158455000116
2105351,Itaipava do Grajaú,0  ,NE,MA,M,2026,14142,01612546000166
2105401,Itapecuru Mirim,0  ,NE,MA,M,2026,62264,05648696000180
2105427,Itinga do Maranhão,0  ,NE,MA,M,2026,22896,01614537000104
2105450,Jatobá,0  ,NE,MA,M,2026,7593,01616678000166
2105476,Jenipapo dos Vieiras,0  ,NE,MA,M,2026,17529,01614441000146
2105500,João Lisboa,0  ,NE,MA,M,2026,25311,07000300000110
2105609,Joselândia,0  ,NE,MA,M,2026,15227,06376974000150
2105658,Junco do Maranhão,0  ,NE,MA,M,2026,5282,01612334000189
2105708,Lago da Pedra,0  ,NE,MA,M,2026,45865,06021810000100
2105807,Lago do Junco,0  ,NE,MA,M,2026,9687,06460026000107
2105906,Lago Verde,0  ,NE,MA,M,2026,15069,06021174000117
2105922,Lagoa do Mato,0  ,NE,MA,M,2026,10806,01613315000177
2105948,Lago dos Rodrigues,0  ,NE,MA,M,2026,8962,01612541000133
2105963,Lagoa Grande do Maranhão,0  ,NE,MA,M,2026,11731,01612337000112
2105989,Lajeado Novo,0  ,NE,MA,M,2026,7232,01598548000148
2106003,Lima Campos,0  ,NE,MA,M,2026,11559,06933519000109
2106102,Loreto,0  ,NE,MA,M,2026,11884,06229538000159
2106201,Luís Domingues,0  ,NE,MA,M,2026,7366,05292594000175
2106300,Magalhães de Almeida,0  ,NE,MA,M,2026,13933,06988976000109
2106326,Maracaçumé,0  ,NE,MA,M,2026,21730,01612336000178
2106359,Marajá do Sena,0  ,NE,MA,M,2026,7153,01555070000179
2106375,Maranhãozinho,0  ,NE,MA,M,2026,14092,01612327000187
2106409,Mata Roma,0  ,NE,MA,M,2026,17581,06119945000103
2106508,Matinha,0  ,NE,MA,M,2026,22540,06158729000177
2106607,Matões,0  ,NE,MA,M,2026,33327,06114631000118
2106631,Matões do Norte,0  ,NE,MA,M,2026,18021,01612831000187
2106672,Milagres do Maranhão,0  ,NE,MA,M,2026,9065,01612319000130
2106706,Mirador,0  ,NE,MA,M,2026,21536,06140818000196
2106755,Miranda do Norte,0  ,NE,MA,M,2026,24373,12553806000196
2106805,Mirinzal,0  ,NE,MA,M,2026,14298,06342240000150
2106904,Monção,0  ,NE,MA,M,2026,28563,06190243000116
2107001,Montes Altos,0  ,NE,MA,M,2026,9306,06759104000160
2107100,Morros,0  ,NE,MA,M,2026,19015,05489935000105
2107209,Nina Rodrigues,0  ,NE,MA,M,2026,14589,06124408000151
2107258,Nova Colinas,0  ,NE,MA,M,2026,5148,01608768000105
2107308,Nova Iorque,0  ,NE,MA,M,2026,4409,05303565000161
2107357,Nova Olinda do Maranhão,0  ,NE,MA,M,2026,14379,01612625000177
2107407,Olho d'Água das Cunhãs,0  ,NE,MA,M,2026,18288,06014005000150
2107456,Olinda Nova do Maranhão,0  ,NE,MA,M,2026,13921,01612629000155
2107506,Paço do Lumiar,0  ,NE,MA,M,2026,153158,06003636000173
2107605,Palmeirândia,0  ,NE,MA,M,2026,21657,06209936000103
2107704,Paraibano,0  ,NE,MA,M,2026,18589,05303144000130
2107803,Parnarama,0  ,NE,MA,M,2026,32232,06115117000105
2107902,Passagem Franca,0  ,NE,MA,M,2026,17591,10438570000111
2108009,Pastos Bons,0  ,NE,MA,M,2026,19266,05277173000175
2108058,Paulino Neves,0  ,NE,MA,M,2026,17578,01562914000109
2108108,Paulo Ramos,0  ,NE,MA,M,2026,20798,06029524000191
2108207,Pedreiras,0  ,NE,MA,M,2026,38252,06184253000149
2108256,Pedro do Rosário,0  ,NE,MA,M,2026,24955,01614946000100
2108306,Penalva,0  ,NE,MA,M,2026,33496,06179402000181
2108405,Peri Mirim,0  ,NE,MA,M,2026,11229,41611856000180
2108454,Peritoró,0  ,NE,MA,M,2026,20903,01612537000175
2108504,Pindaré-Mirim,0  ,NE,MA,M,2026,32542,06189344000177
2108603,Pinheiro,0  ,NE,MA,M,2026,88091,06200745000180
2108702,Pio XII,0  ,NE,MA,M,2026,22374,06447833000181
2108801,Pirapemas,0  ,NE,MA,M,2026,18132,07623366000166
2108900,Poção de Pedras,0  ,NE,MA,M,2026,17394,06202808000138
2109007,Porto Franco,0  ,NE,MA,M,2026,24571,06208946000124
2109056,Porto Rico do Maranhão,0  ,NE,MA,M,2026,6092,01612542000188
2109106,Presidente Dutra,0  ,NE,MA,M,2026,46606,06138366000108
2109205,Presidente Juscelino,0  ,NE,MA,M,2026,11616,06003891000116
2109239,Presidente Médici,0  ,NE,MA,M,2026,4717,01612320000165
2109270,Presidente Sarney,0  ,NE,MA,M,2026,17925,01613745000199
2109304,Presidente Vargas,0  ,NE,MA,M,2026,10791,06124739000191
2109403,Primeira Cruz,0  ,NE,MA,M,2026,13920,06240352000109
2109452,Raposa,0  ,NE,MA,M,2026,32156,01612325000198
2109502,Riachão,0  ,NE,MA,M,2026,22740,05282801000100
2109551,Ribamar Fiquene,0  ,NE,MA,M,2026,7601,01598547000101
2109601,Rosário,0  ,NE,MA,M,2026,39761,41479569000169
2109700,Sambaíba,0  ,NE,MA,M,2026,6234,06229397000174
2109759,Santa Filomena do Maranhão,0  ,NE,MA,M,2026,6833,01612632000179
2109809,Santa Helena,0  ,NE,MA,M,2026,43200,06226583000150
2109908,Santa Inês,0  ,NE,MA,M,2026,88249,06198949000124
2110005,Santa Luzia,0  ,NE,MA,M,2026,58839,06191001000147
2110039,Santa Luzia do Paruá,0  ,NE,MA,M,2026,24890,12511093000106
2110104,Santa Quitéria do Maranhão,0  ,NE,MA,M,2026,24495,06232615000120
2110203,Santa Rita,0  ,NE,MA,M,2026,38542,63441836000141
2110237,Santana do Maranhão,0  ,NE,MA,M,2026,10759,01612830000132
2110278,Santo Amaro do Maranhão,0  ,NE,MA,M,2026,14287,01612671000176
2110302,Santo Antônio dos Lopes,0  ,NE,MA,M,2026,14628,06172720000110
2110401,São Benedito do Rio Preto,0  ,NE,MA,M,2026,18810,06398150000181
2110500,São Bento,0  ,NE,MA,M,2026,48166,06214258000177
2110609,São Bernardo,0  ,NE,MA,M,2026,27910,06125389000188
2110658,São Domingos do Azeitão,0  ,NE,MA,M,2026,8236,01612333000134
2110708,São Domingos do Maranhão,0  ,NE,MA,M,2026,35247,06113690000171
2110807,São Félix de Balsas,0  ,NE,MA,M,2026,4491,05490420000117
2110856,São Francisco do Brejão,0  ,NE,MA,M,2026,9202,01616680000135
2110906,São Francisco do Maranhão,0  ,NE,MA,M,2026,12360,06089163000179
2111003,São João Batista,0  ,NE,MA,M,2026,18889,35101369000175
2111029,São João do Carú,0  ,NE,MA,M,2026,12360,01612344000114
2111052,São João do Paraíso,0  ,NE,MA,M,2026,10091,01597629000123
2111078,São João do Soter,0  ,NE,MA,M,2026,17253,01612628000100
2111102,São João dos Patos,0  ,NE,MA,M,2026,25910,06089668000133
2111201,São José de Ribamar,0  ,NE,MA,M,2026,259164,06351514000178
2111250,São José dos Basílios,0  ,NE,MA,M,2026,7094,01616769000100
2111300,São Luís,1  ,NE,MA,M,2026,1089215,06307102000130
2111409,São Luís Gonzaga do Maranhão,0  ,NE,MA,M,2026,18123,06460018000152
2111508,São Mateus do Maranhão,0  ,NE,MA,M,2026,40177,06019491000107
2111532,São Pedro da Água Branca,0  ,NE,MA,M,2026,14786,01613956000121
2111573,São Pedro dos Crentes,0  ,NE,MA,M,2026,5993,01577844000162
2111607,São Raimundo das Mangabeiras,0  ,NE,MA,M,2026,19158,06651616000109
2111631,São Raimundo do Doca Bezerra,0  ,NE,MA,M,2026,5761,01611836000195
2111672,São Roberto,0  ,NE,MA,M,2026,4577,01612348000100
2111706,São Vicente Ferrer,0  ,NE,MA,M,2026,19865,06421119000114
2111722,Satubinha,0  ,NE,MA,M,2026,8821,01611895000163
2111748,Senador Alexandre Costa,0  ,NE,MA,M,2026,10447,01566688000134
2111763,Senador La Rocque,0  ,NE,MA,M,2026,15044,01598970000101
2111789,Serrano do Maranhão,0  ,NE,MA,M,2026,10475,01612626000111
2111805,Sítio Novo,0  ,NE,MA,M,2026,17464,05631031000164
2111904,Sucupira do Norte,0  ,NE,MA,M,2026,10471,06896534000124
2111953,Sucupira do Riachão,0  ,NE,MA,M,2026,5081,01612338000167
2112001,Tasso Fragoso,0  ,NE,MA,M,2026,9130,06997563000182
2112100,Timbiras,0  ,NE,MA,M,2026,27328,06424618000165
2112209,Timon,0  ,NE,MA,M,2026,182711,06115307000114
2112233,Trizidela do Vale,0  ,NE,MA,M,2026,23097,01558070000122
2112274,Tufilândia,0  ,NE,MA,M,2026,5633,01612631000124
2112308,Tuntum,0  ,NE,MA,M,2026,37364,06138911000166
2112407,Turiaçu,0  ,NE,MA,M,2026,38993,63451363000163
2112456,Turilândia,0  ,NE,MA,M,2026,33219,01612533000197
2112506,Tutóia,0  ,NE,MA,M,2026,55076,06218572000128
2112605,Urbano Santos,0  ,NE,MA,M,2026,34143,05505839000103
2112704,Vargem Grande,0  ,NE,MA,M,2026,44444,05648738000183
2112803,Viana,0  ,NE,MA,M,2026,53176,06439988000176
2112852,Vila Nova dos Martírios,0  ,NE,MA,M,2026,10561,01608475000128
2112902,Vitória do Mearim,0  ,NE,MA,M,2026,31859,05646807000110
2113009,Vitorino Freire,0  ,NE,MA,M,2026,31920,06018568000116
2114007,Zé Doca,0  ,NE,MA,M,2026,41815,12122065000199
2200053,Acauã,0  ,NE,PI,M,2026,6323,01612559000135
2200103,Agricolândia,0  ,NE,PI,M,2026,5016,06554976000192
2200202,Água Branca,0  ,NE,PI,M,2026,18095,06554760000127
2200251,Alagoinha do Piauí,0  ,NE,PI,M,2026,6876,07450778000141
2200277,Alegrete do Piauí,0  ,NE,PI,M,2026,4707,41522152000131
2200301,Alto Longá,0  ,NE,PI,M,2026,13729,06554323000103
2200400,Altos,0  ,NE,PI,M,2026,50094,06554794000111
2200459,Alvorada do Gurguéia,0  ,NE,PI,M,2026,5474,01612562000159
2200509,Amarante,0  ,NE,PI,M,2026,17594,06554802000120
2200608,Angical do Piauí,0  ,NE,PI,M,2026,6991,06554752000180
2200707,Anísio de Abreu,0  ,NE,PI,M,2026,9649,06553630000170
2200806,Antônio Almeida,0  ,NE,PI,M,2026,3234,06554018000111
2200905,Aroazes,0  ,NE,PI,M,2026,5413,06554984000139
2200954,Aroeiras do Itaim,0  ,NE,PI,M,2026,2777,07165549000185
2201002,Arraial,0  ,NE,PI,M,2026,4517,06554026000168
2201051,Assunção do Piauí,0  ,NE,PI,M,2026,7596,01612561000104
2201101,Avelino Lopes,0  ,NE,PI,M,2026,11118,06554281000100
2201150,Baixa Grande do Ribeiro,0  ,NE,PI,M,2026,13983,41522178000180
2201176,Barra D'Alcântara,0  ,NE,PI,M,2026,4099,01612565000192
2201200,Barras,0  ,NE,PI,M,2026,49703,06554406000100
2201309,Barreiras do Piauí,0  ,NE,PI,M,2026,3336,06554224000121
2201408,Barro Duro,0  ,NE,PI,M,2026,6731,06554745000189
2201507,Batalha,0  ,NE,PI,M,2026,27129,06553903000186
2201556,Bela Vista do Piauí,0  ,NE,PI,M,2026,4225,01612558000190
2201572,Belém do Piauí,0  ,NE,PI,M,2026,3515,01612560000160
2201606,Beneditinos,0  ,NE,PI,M,2026,10093,06554778000129
2201705,Bertolínia,0  ,NE,PI,M,2026,5715,06554034000104
2201739,Betânia do Piauí,0  ,NE,PI,M,2026,6596,01612622000133
2201770,Boa Hora,0  ,NE,PI,M,2026,7140,01612568000126
2201804,Bocaina,0  ,NE,PI,M,2026,4118,06553689000168
2201903,Bom Jesus,0  ,NE,PI,M,2026,30658,06554356000153
2201919,Bom Princípio do Piauí,0  ,NE,PI,M,2026,5805,41522194000172
2201929,Bonfim do Piauí,0  ,NE,PI,M,2026,6117,41522210000127
2201945,Boqueirão do Piauí,0  ,NE,PI,M,2026,6751,01612566000137
2201960,Brasileira,0  ,NE,PI,M,2026,8684,41522236000175
2201988,Brejo do Piauí,0  ,NE,PI,M,2026,3964,01612567000181
2202000,Buriti dos Lopes,0  ,NE,PI,M,2026,20130,06554455000135
2202026,Buriti dos Montes,0  ,NE,PI,M,2026,7517,41522251000113
2202059,Cabeceiras do Piauí,0  ,NE,PI,M,2026,10466,41522277000161
2202075,Cajazeiras do Piauí,0  ,NE,PI,M,2026,3135,01612573000139
2202083,Cajueiro da Praia,0  ,NE,PI,M,2026,8246,01612620000144
2202091,Caldeirão Grande do Piauí,0  ,NE,PI,M,2026,5602,41522293000154
2202109,Campinas do Piauí,0  ,NE,PI,M,2026,4964,06553978000167
2202117,Campo Alegre do Fidalgo,0  ,NE,PI,M,2026,4698,01612564000148
2202133,Campo Grande do Piauí,0  ,NE,PI,M,2026,6211,01612570000103
2202174,Campo Largo do Piauí,0  ,NE,PI,M,2026,7669,01612754000165
2202208,Campo Maior,0  ,NE,PI,M,2026,47119,06716880000183
2202251,Canavieira,0  ,NE,PI,M,2026,3404,41522319000164
2202307,Canto do Buriti,0  ,NE,PI,M,2026,19639,06554042000150
2202406,Capitão de Campos,0  ,NE,PI,M,2026,11362,06553879000185
2202455,Capitão Gervásio Oliveira,0  ,NE,PI,M,2026,4071,01612569000170
